0,1
b'I thought that but guess not enough room in the print edition':,neutral
b'I totally get that Maybe drop a note under their doors ':,neutral
b'I wanted to give you a big hug a huge cup of hot cocoa At one point you were visibly shaking so bad':,disappointment
b'I WAS JUST SAYING THAT TO MY KID ':,neutral
b'I was really happy to drop my kid off at school today':,joy
b'I was so excited to find this flower but sadly no sign of it this year yet Hopefully it will come back Happy Saturday to you ':,joy
b'I was thinking that too as I noticed the drain in our street has actually frozen over and is covered':,neutral
b'I was wondering that Its all got to go somewhere ':,neutral
b'I was wrong Only temporary And bc Im sure you were dying to know what it looks like today ':,confusion
b'I wish I lived where it got really cold I love cold weather I live in Alexandria Louisiana where i':,desire
b'I wonder its snowing near Wymondham right now ':,surprise
b'I would like to give out a big THANK YOU to Alan Bevan and all the people with 4x4s who have and are helping NHS st':,gratitude
b'I would make that trade with Wiggins and Jordan for sure Wolves need defense Jimmy Taj Tyus and':,neutral
b'I would say stay frosty but youve already done that ':,approval
b'Ice age ':,neutral
b'Ice here this morning then big warm up Yay Stay warm Sargie and we hope the pipes thaw fast ':,optimism
b'icy Had to walk the first bit then slowly for the rest rideable though ':,neutral
b'Id be ok if you skipped next year ':,neutral
b'Id get a second opinion from Theresa May if I were you ':,neutral
b'Id really rather it didnt ':,neutral
b'If only you could have a webcam in that position ':,neutral
b'If they ever need anyone to repair that window and window ledge Matt do let me know happy anniversary':,joy
b'if you come to kentucky we would love to visit The indy press trip last summer seems so long ago ':,love
b'Ill be in Ericas for Tuesday Maybe see you then ':,neutral
b'Ill take this abundant sunshine over snow and teen temps any day ':,neutral
b'Im at the top of the hill winning ':,neutral
b'Im excited for warmer weather My skin cant take this cold So dry ':,sadness
b'Im gonna read food poisoning is no joke TRUtailgating':,amusement
b'Im not even by my house yet and I already want to get inside People on my block act UP But Im getting this mani pedi now ':,neutral
b'im probably going to cry in nov':,neutral
b'Im repeating ':,neutral
b'Im so bad at cooking tho Basically live on calorie counted ready meals Raw chicken gives me the heebie jeebies ':,disappointment
b'Im so far behind where I was this time last year ':,surprise
b'Im sure hubby DonnieWahlberg can warm you up Have a great night guys ':,admiration
b'Im sure youve had it said to you already but if youre looking for great non TREK Patrick Stewart watch GREEN ROOM ':,admiration
b'Im waiting for you to announce you are running for POTUS2020 You stole my vote and my during the KavanaughHearings':,curiosity
b'Im with you kid ':,neutral
b'in Bridgend has also been affected by burst pipes Teachers say theyll do their utmost to open for':,neutral
b'included in either package dumb flirting gentle and careful backstory unpacking finn saves someone from somethin':,neutral
b'Indeed the big thaw continues':,neutral
b'Indeed the million question Suppression or stormy Feels like we should be able to get some storminess out of it ':,neutral
b'Interesting but a shame theres no mention of the way the fixture pile up played such a role in Determin':,admiration
b'interesting fun fact is that an ice storm is also known as a silver thaw':,amusement
b'Ironic that as the Earth gets older her geology gets younger ':,neutral
b'is assessing ice on creek with SheilaMeegan':,neutral
b'Is slow roasting a turkey in a crock pot a great way to ensure a delicious bird OhioTalksTurkey':,admiration
b'Is that a real dead person laying there ':,neutral
b'Is that just me I feel like thats just me':,sadness
b'Is there a connection between OBriens Castle and OBriens tower at The Cliffs ':,neutral
b'Isnt it amazing how we CAN pull together Makes me wonder why we choose not to ':,admiration
b'It cant come soon enough ':,neutral
b'It does feel so much better ':,curiosity
b'It feels so warm ':,sadness
b'It has I went for a walk round the lake in snow and ice and came back in slush and puddles My snow':,neutral
b'It is difficult to underestimate how serious the consequences of an ice free arctic is going to be It':,curiosity
b'It ll stop snowing but the temp wont get up I dont think Fingers crossed for a chance to hit some balls ':,annoyance
b'It looks very wet ':,admiration
b'it should be noted that ideas I propose are often not practical solutions and should not be implemented by anybody p':,disapproval
b'it was almost all gone yesterday and now its back itll never leave our heating and hot water is gone too A ':,neutral
b'It was awesome I loved watching it ':,admiration
b'It was fun watching all the photos and clips from over there while we are scorching in the blazing S':,amusement
b'It was such a beautiful flower I do hope there will be more this year I will be out looking for evid':,optimism
b'Itll be a happy new year if no children die from the preventable diseases youve helped bring back':,joy
b'Itll sure be interesting to watch the Chiefs Sunday play in ice and then freezing cold rain Yikes Bring on the 50s Mon ':,neutral
b'Its 12 above up here on da Range Tropical Hope were done with severe cold for this season ':,optimism
b'Its 4 degrees As in the big thaw As in balmy short sleeves 25 degrees warmer than it was weather Time to go':,neutral
b'Its a balmy 3c outside I took my coat off and left it in the car ':,neutral
b'Its a real throwback to early 80s Winters fingers crossed this is the last of the snow before we ca':,neutral
b'Its about 19 degrees in Mpls now and theres a guy walking down my street in a winter coat and shorts Yup ':,neutral
b'Its all laying on ground out there We got about 2 inches Cold amp heavy winds not helping melt ':,neutral
b'Its been slowly thawing in Bradwell and Gorleston all day today':,neutral
b'Its being so cheerful as keeps me going ':,annoyance
b'Its Global warming ':,neutral
b'Its gonna be a while before this thaws ':,neutral
b'Its good that youve set this out no excuse for mistakes now TurkeyTuesday':,admiration
b'Its good though who knows what we shall find below the ice ':,admiration
b'Its like a spring day where I am in Northern Ireland ':,neutral
b'Its melting a bit here but its getting cold again so more ice for tomorrow I reckon ':,neutral
b'Its nearly all done now x':,neutral
b'Its nice to be on the other end of the postseason talk Dave I can hear the packer trying to bring do':,admiration
b'Its not that big freeze like last winter but its not too pleasant for a long rides yet Will have to w':,neutral
b'Its only 70 degrees F in Corpus Christi today It was cold and wet yesterday 61 F high and rain ':,neutral
b'Its red thats close enough ':,neutral
b'Its something else climatedisruption Your message has the wrong delivery ':,neutral
b'its started in Porthcawl tonight ':,neutral
b'Its started raining Bhav their demise is nigh ':,neutral
b'its taken a cortisone shot physical therapy twice a week for about 5 6 wks amp stretching at home Just now going the right way':,neutral
b'Its time for you to announce madame Runkloubuchar':,neutral
b'Ive only ever been to Cotehele in summer It looks beautiful in the snow ':,admiration
b'Ive played in the snow Its interesting ':,admiration
b'Jaysus ':,neutral
b'Jeff go to your app store and download the updated app Its free and way powerful packed with new tools and features ':,neutral
b'Jenny I had a lot of fun at NavyPier tonight Im sorry I couldnt watch RockinEve due to no tel':,remorse
b'Just hoping for that sun to properly come through for Cheltenham':,neutral
b'Just installed new sump pump yesterday ':,neutral
b'Just repeat to yourself Hakuna Matata ':,neutral
b'Just started this afternoon jockofarm over her':,neutral
b'Just turned the heating off warm tonight What a difference ':,neutral
b'Kind of like Double Decker Busses 4 Main Streets amp high traffic routes TTC could call them ELITE or whatever ':,neutral
b'Know anyone with a Defender ':,neutral
b'Less of the donut thanks Tap wont budge emergency plumber couldnt fix Now water off at mains until new part arrives ':,gratitude
b'Letha the roads are utter crap ':,neutral
b'Lets pray it comes tomorrow First thing ':,neutral
b'Lets warm things up some more with an announcement Amy in 2020 ':,neutral
b'Lhh thats why we love you so much Jenny You are amazing You and Donnie are such an awesome and won':,admiration
b'Lindsey Davis Sorry mistyped it':,remorse
b'Link doesnt work Nathan ':,neutral
b'Lmao':,amusement
b'Lmao':,amusement
b'lmfao the plumber did the job And when im off of work Im lazy as fuck lol':,amusement
b'loads Bynack More would have been arduous without them Tracks in the glens were drifted deep too ':,neutral
b'Locally its a great week for that If my freezer wasnt already full I would be hitting up several stores':,admiration
b'lol':,amusement
b'Lol ':,amusement
b'Lol awww ':,amusement
b'Lol but you just never know whats out there ':,amusement
b'Lol i know sun is bright now n feels good ':,amusement
b'Lol STILL snowy Eeek ':,amusement
b'Lol was worried you would be so cold and was sad my tv and WiFi froze less than 2 minutes til the en':,sadness
b'Lololol':,admiration
b'Look at her face classic Theresa ':,admiration
b'Look how flooded this drain is on Lexington Green Since Ive been here the water has raised by about an inch':,neutral
b'Looking forward to having you joining us ':,neutral
b'looking good ':,admiration
b'Looks great':,admiration
b'Looks like LBC might be waking ':,neutral
b'Looks like the window frames have seen better days Happy Anniversary ':,joy
b'Looks lovely ':,admiration
b'lordy':,neutral
b'Lots of Spring in Cheshire daffodils tree buds opening butterflie':,neutral
b'Love it ':,love
b'Love the info on marinating it always makes me so happy to have my rear in gear and plan ahead like that TRUtailgating':,joy
b'Love your spirit Jenny Its always a pleasure watching you and Ryan host You are both beautiful o':,admiration
b'Loved the fall':,love
b'Loving this handy tips TurkeyTuesday':,curiosity
b'Lucky you Patrick Bloody freezing here in Fife with no respite due yet ':,neutral
b'Main roads ok but the snow is lingering dont forget your flat cap and passport if your comin to gods own lass ':,neutral
b'Maybe ':,neutral
b'Maybe it was your hot off the press systems change entrance into the country that thawed it ':,neutral
b'Maybe you should go for a run ':,neutral
b'Me too':,neutral
b'Me waiting for your 2020 announcement lik':,neutral
b'Members of Congress should be required to visit areas of extreme weather events and attend lectures':,neutral
b'Meteorologist RG3wbrz has done some research on this and will have an in depth look tomorrow on http t co kH4dO0fYTv ':,neutral
b'MIA':,neutral
b'Mind you beats sleeping in a car all night on a motorway in Scotland ':,neutral
b'MJ isnt happy that I wont let him go outside and play':,joy
b'More fun in the snow today mate ':,amusement
b'more melting today by me is expected yeah ':,neutral
b'Morning ':,neutral
b'Morning Derry Ill be glad to see the back of this snow ':,joy
b'Morning Ian the snow has gone in East Yorkshire it went as quick as it arrived':,neutral
